OperatorTerminal,Description,IPAddress,WorkplaceID,BehaviorDescription,OrderStatus,BoPExecution,QG,Kitting,WorkplaceNId,LayoutEnum,Layout,Workplace,OrderType,OrderStatusFilter,ShowToBeActivated,SortingParam,FilterByLine,GridListView,EnableESOnWorkplaceEnter,AutoassignSerialNumber,ClientDef_NId,ShowReworkCompleted,DisplayRejectionReasons,AllowCellManagement,IsMultyOrderSelection,CanChangeWorkplace,DisplayDCOButton,DisplayUndoOperationOT,AutoExitWorkplace,AutoassignWhiteListCheck,ProductionLine,SearchDryingTask,FastDefectOpening,AutoassignChangeWorkplace,SetOrderLocChangeWorkplace,DisplayFixDefectButtons,UseNewDefectUI,UseNewSilhouetteUI,UseMaterialCallFromLineSideUI,CheckLoadingSequence,CheckProcessingSequence,DisplayOrderMeasurement,Id,NodeID
3201_GAT102RH,3201_GAT102RH,10.98.96.135,cff3f362-01c1-f011-848e-000c295d53d9,BoP Execution +  QG,0,2,4,0,3201_GAT102RH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT102RH,false,false,,false,true,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,15392a33-7c85-f111-84a1-000c29e9263e,cbf3f362-01c1-f011-848e-000c295d53d9
3201_GAC210LH,3201_GAC210LH,10.98.96.121,2efa4734-f098-f011-bb23-06f9abf5195b,BoP Execution +  QG,0,2,4,0,3201_GAC210LH,1,OneColumn,3201_EA15_2025 RHD INDO,,,false,,false,false,false,false,3201_GAC210LH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,8fcf8b1d-1187-f111-8495-000c2946f184,2afa4734-f098-f011-bb23-06f9abf5195b
3201_GAT217QC,3201_GAT217QC,10.98.96.222,8b4bab57-7161-f111-8494-000c2946f184,Order Status + BoP Execution + QG,1,2,4,0,3201_GAT217QC,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT217QC,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,229246be-398e-f111-849a-000c29eabf5a,874bab57-7161-f111-8494-000c2946f184
3201_GAT218LH,3201_GAT218LH,10.98.96.151,3631f923-0cc9-f011-8494-000c2997d9e5,BoP Execution,0,2,0,0,3201_GAT218LH,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT218LH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,8233f6e8-398e-f111-849a-000c29eabf5a,3231f923-0cc9-f011-8494-000c2997d9e5
3201_GAT227LH,3201_GAT227LH,10.98.96.199,5ed59263-6140-f111-8494-000c29eabf5a,BoP Execution,0,2,0,0,3201_GAT227LH,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT227LH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,4f392201-3d8e-f111-849a-000c29eabf5a,5ad59263-6140-f111-8494-000c29eabf5a
3201_GAT228RH,3201_GAT228RH,10.98.96.44,ac271e7b-6140-f111-8491-000c2946f184,Order Status + BoP Execution + QG,1,2,4,0,3201_GAT228RH,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT228RH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,32a310eb-ab8f-f111-84a3-000c29e9263e,a8271e7b-6140-f111-8491-000c2946f184
petra,petra,10.98.24.100,72e40b15-0bc9-f011-8492-000c29e9263e,BoP Execution +  QG,0,2,4,0,3201_GAT211LH,1,OneColumn,3201_EC1V_2025 RHD INDO,,,false,,false,false,false,false,petra,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,311d2bdd-4991-f111-8497-000c2946f184,6ee40b15-0bc9-f011-8492-000c29e9263e
3201_GATL17LH,3201_GATL17LH,10.89.96.199,b045d2d2-9397-f011-bb25-0662523cfec5,Order Status + BoP Execution + QG,1,2,4,0,3201_GATL17LH,1,OneColumn,3201_EC1V_2025 RHD INDO,,,false,,false,false,false,false,3201_GATL17LH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,1dafb217-5991-f111-84a3-000c29e9263e,ac45d2d2-9397-f011-bb25-0662523cfec5
3201_G2SP0001,3201_G2SP0001,10.98.96.75,e3161d42-50b1-f011-848d-000c29eabf5a,Order Status + BoP Execution + QG,1,2,4,0,3201_G2SP0001,1,OneColumn,SP,,,false,,false,false,false,false,3201_G2SP0001,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,e3967886-9f91-f111-84a3-000c29e9263e,df161d42-50b1-f011-848d-000c29eabf5a
3201_GAT229LH,3201_GAT229LH,10.98.96.77,672e6482-6140-f111-8494-000c29eabf5a,BoP Execution +  QG,0,2,4,0,3201_GAT229LH,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT229LH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,f7093d2e-d891-f111-849b-000c295d53d9,632e6482-6140-f111-8494-000c29eabf5a
3201_GAT228QC,3201_GAT228QC,10.98.96.19,293fbccc-0a8f-f111-84a3-000c29e9263e,Order Status + BoP Execution + QG,1,2,4,0,3201_GAT228QC,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT228QC,false,false,,false,false,false,,false,false,,false,false,false,false,false,true,false,false,false,false,false,75bbd6d6-e292-f111-849a-000c29eabf5a,253fbccc-0a8f-f111-84a3-000c29e9263e
